CAD Event Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,District/Sector,Census Tract,Longitude,Latitude,Officers at Scene
16000105982,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 17:36:00,G,9400.2008,-122.31026,47.594215,0
16000105975,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 17:39:00,K,8100.1023,-122.338326,47.6053,0
16000105813,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,2016-03-27 17:37:00,E,7500.3014,-122.3209,47.621532,2
16000105781,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 17:38:00,C,6500.3008,-122.32094,47.62466,4
16000105740,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 17:34:00,Q,7100.2001,-122.35542,47.62269,3
16000106073,350,HAZARDS,HAZARDS,HAZARDS,2016-03-27 17:50:00,R,9500.4005,-122.29784,47.577938,3
16000106044,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 17:49:00,H,100.4002,-122.29384,47.731953,2
16000106032,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 17:50:00,L,200.1014,-122.29641,47.72651,2
16000106057,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 17:50:00,R,9500.4004,-122.30017,47.580994,1
16000106047,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 17:52:00,W,10500.1,-122.37619,47.564075,4
16000106043,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 17:57:00,B,4700.3009,-122.37359,47.67017,1
16000105990,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-27 17:54:00,R,9500.4005,-122.2962,47.57733,3
16000105980,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 17:51:00,C,6300.3014,-122.28265,47.635185,1
16000105968,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 17:58:00,B,3200.4019,-122.398315,47.667538,3
16000105909,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 17:57:00,D,8001.3027,-122.35002,47.612186,3
16000105887,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 17:58:00,B,4700.2046,-122.376335,47.662205,2
16000106087,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 18:07:00,K,8100.2043,-122.331085,47.602413,3
16000106070,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 18:00:00,H,5301.2002,-122.31309,47.663998,3
16000106014,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 18:14:00,W,11500.2019,-122.37801,47.523773,1
16000106000,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,2016-03-27 18:06:00,B,5400.3002,-122.34263,47.65162,1
16000105946,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 18:07:00,M,8100.301,-122.34327,47.608208,3
16000106055,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 18:14:00,M,8100.2004,-122.33835,47.609516,1
16000106038,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 18:18:00,D,7300.3022,-122.33617,47.616055,3
16000106025,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 18:19:00,U,5301.201,-122.31312,47.66218,4
16000106090,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 18:26:00,D,7300.2022,-122.33425,47.61785,4
16000106072,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 18:22:00,N,401.1006,-122.34777,47.731678,0
16000106029,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-27 18:28:00,L,200.2003,-122.30458,47.723866,4
16000106109,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 18:45:00,K,9200.2002,-122.33157,47.60088,2
16000106071,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-27 18:31:00,J,3600.2013,-122.32402,47.68198,2
16000106006,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 18:30:00,Q,7200.1071,-122.34886,47.619743,3
16000105938,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,2016-03-27 18:34:00,N,1800.2011,-122.34453,47.690926,2
16000106098,141,LEWD CONDUCT,LIQUOR VIOLATIONS,LEWD CONDUCT,2016-03-27 18:48:00,R,10001.1,-122.29916,47.579674,3
16000106103,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 18:55:00,G,9100.1002,-122.320335,47.599186,3
16000106095,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 18:53:00,H,9100.1004,-122.31964,47.599182,0
16000106007,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 18:54:00,Q,7000.6002,-122.35988,47.629585,4
16000105907,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 18:58:00,Q,7200.1022,-122.34694,47.622074,3
16000106129,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 19:02:00,H,7200.1067,-122.341545,47.61278,0
16000106113,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 19:09:00,S,11002.1017,-122.293755,47.538914,3
16000106056,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 19:00:00,B,3200.4019,-122.39973,47.668617,1
16000106019,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 19:05:00,H,8400.1011,-122.32546,47.612988,1
16000106141,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 19:17:00,M,8200.1002,-122.33537,47.612137,1
16000106128,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 19:17:00,S,11900.5003,-122.264725,47.512585,1
16000106067,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 19:12:00,Q,7100.2006,-122.35671,47.623928,1
16000106066,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 19:10:00,K,8100.1029,-122.33735,47.60423,3
16000106062,221,CRISIS COMPLAINT - PICK-UP OR TRANSPORT,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 19:14:00,K,8100.2043,-122.331085,47.602413,2
16000106059,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 19:17:00,H,8002.1002,-122.3411,47.611347,2
16000105859,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 19:14:00,E,7402.3002,-122.32618,47.618492,4
16000105814,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 19:14:00,E,8300.1005,-122.324585,47.60957,2
16000105486,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-27 03:40:00,B,4800.3053,-122.35448,47.65141,2
16000106077,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 19:35:00,E,7401.2007,-122.32091,47.621986,0
16000106039,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-27 19:28:00,J,3600.2013,-122.32402,47.68198,0
16000106030,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 19:25:00,C,6200.3012,-122.30414,47.63645,1
16000106015,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 19:28:00,C,6300.3011,-122.28264,47.63698,3
16000105992,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2016-03-27 19:25:00,U,3900.1004,-122.28777,47.68208,3
16000105892,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 19:29:00,E,7500.3007,-122.31886,47.62255,3
16000105789,74,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,2016-03-27 19:27:00,J,1600.2012,-122.38643,47.69898,3
16000106158,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 19:38:00,C,7900.4001,-122.31015,47.616444,2
16000106157,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 19:44:00,G,9400.2022,-122.30747,47.59056,2
16000106110,73,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,2016-03-27 19:38:00,L,200.5004,-122.311325,47.7194,2
16000106104,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 19:30:00,J,2900.2,-122.3553,47.685482,2
16000106031,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 19:37:00,H,11600.6024,-122.39271,47.53066,1
16000105994,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 19:32:00,E,7500.3007,-122.31782,47.622543,4
16000105896,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-27 19:31:00,E,7500.4006,-122.31685,47.614685,4
16000106164,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 19:47:00,S,10402.3017,-122.3013,47.54861,0
16000106061,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 19:48:00,R,9500.2056,-122.29924,47.583645,0
16000106054,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 19:49:00,F,9900.4082,-122.355965,47.57058,2
16000106041,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 19:50:00,B,4700.2042,-122.374855,47.663662,3
16000106173,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 19:57:00,U,4400.4006,-122.31634,47.66493,2
16000106124,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 20:06:00,B,5200.4018,-122.32404,47.66077,0
16000106118,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 19:52:00,O,9300.3043,-122.34451,47.57156,1
16000106111,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 20:01:00,M,8002.1004,-122.34326,47.611454,2
16000106046,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-27 19:51:00,B,5000.1042,-122.33991,47.661385,1
16000106045,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 19:57:00,M,8100.2004,-122.33835,47.609516,1
16000105999,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 19:58:00,M,8100.2004,-122.33759,47.611206,4
16000105961,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 19:59:00,E,7401.2004,-122.320915,47.62256,2
16000106177,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 20:11:00,H,10401.1001,-122.29465,47.56085,1
16000106148,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 20:04:00,O,9300.3026,-122.3342,47.582935,2
16000106134,203,ALACAD - RESIDENTIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,2016-03-27 20:08:00,J,3300.1006,-122.37196,47.678673,1
16000106182,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-27 20:13:00,M,8100.2015,-122.33734,47.609253,3
16000106169,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 20:14:00,N,1300.1002,-122.3381,47.705044,1
16000106152,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 20:25:00,H,8900.4016,-122.29906,47.592506,1
16000106132,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 20:22:00,W,9600.101,-122.3776,47.582493,0
16000106130,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 20:13:00,J,1701.1008,-122.35801,47.693333,2
16000106108,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 20:22:00,U,5301.2006,-122.31636,47.66311,0
16000106100,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 20:17:00,B,4900.201,-122.34925,47.65336,0
16000105993,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 20:20:00,Q,7000.3022,-122.35671,47.62458,1
16000105851,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 20:19:00,J,2900.1006,-122.359314,47.689835,3
16000106189,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 20:28:00,M,8100.201,-122.336685,47.610214,4
16000106184,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 20:34:00,N,500.2007,-122.36231,47.72055,3
16000106162,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 20:33:00,W,9900.3002,-122.37257,47.56466,3
16000106135,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 20:27:00,R,10002.4019,-122.30554,47.572506,2
16000106133,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 20:23:00,B,4900.1003,-122.35146,47.665012,3
16000106050,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2016-03-27 20:21:00,W,9600.5014,-122.38238,47.591312,1
16000106193,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 20:32:00,K,9200.2028,-122.33081,47.600464,3
16000106187,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 20:38:00,S,11700.1,-122.27809,47.53063,0
16000106180,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 20:44:00,M,8200.1004,-122.33603,47.611176,1
16000106170,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",2016-03-27 20:36:00,Q,5802.3002,-122.383316,47.643387,3
16000106165,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 20:42:00,M,8100.2009,-122.33825,47.610245,1
16000106138,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 20:32:00,N,1800.3,-122.343254,47.69708,3
16000106088,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 20:36:00,B,4900.3009,-122.35342,47.652004,1
16000106086,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 20:31:00,M,8100.2,-122.33732,47.61132,2
16000106202,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 20:50:00,R,9400.4013,-122.313805,47.581013,2
16000106188,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 20:41:00,C,7600.2013,-122.30737,47.619,3
16000106175,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 20:48:00,N,1400.2017,-122.35144,47.70598,3
16000106166,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 20:48:00,E,8600.1004,-122.31478,47.611553,3
16000106208,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 20:56:00,G,8600.1017,-122.31678,47.6062,4
16000106199,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 20:54:00,S,11700.1,-122.27809,47.53063,4
16000106194,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 20:52:00,B,5000.1021,-122.340645,47.663223,1
16000106185,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 20:55:00,R,9400.1002,-122.31728,47.58999,3
16000106139,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 21:02:00,N,1800.2001,-122.341324,47.693264,3
16000106225,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 21:26:00,E,7401.2007,-122.32091,47.621986,2
16000106219,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 21:06:00,K,9200.2028,-122.33081,47.600464,2
16000106213,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 21:28:00,E,8300.1005,-122.324036,47.609802,1
16000105842,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 21:13:00,J,1600.3006,-122.37411,47.692436,1
16000106222,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 21:29:00,D,7300.1018,-122.333,47.62369,1
16000106209,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 21:21:00,H,8600.1018,-122.31416,47.60619,1
16000106153,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,2016-03-27 21:22:00,S,11101.401,-122.27813,47.543785,3
16000106136,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",2016-03-27 21:22:00,Q,5801.101,-122.38597,47.649387,4
16000106119,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 21:26:00,N,600.3007,-122.344894,47.717175,3
16000105921,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 21:20:00,R,9400.3019,-122.31207,47.584114,4
16000106237,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 21:38:00,H,9200.2028,-122.33081,47.600464,1
16000106229,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 21:40:00,M,7200.1067,-122.341545,47.61278,4
16000106242,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 21:51:00,D,8001.2008,-122.34586,47.61299,1
16000106230,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 21:48:00,R,10001.2021,-122.313515,47.563503,2
16000106221,350,HAZARDS,HAZARDS,HAZARDS,2016-03-27 21:41:00,C,6200.2014,-122.29378,47.62511,1
16000106172,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,2016-03-27 21:48:00,L,200.6022,-122.30458,47.725674,0
16000106238,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2016-03-27 21:51:00,D,8002.2004,-122.34651,47.613373,1
16000106224,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,2016-03-27 21:52:00,D,7300.2023,-122.33294,47.615883,3
16000106214,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 21:54:00,R,11102.1002,-122.26016,47.544285,1
16000106200,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,2016-03-27 21:56:00,K,9100.1019,-122.32245,47.597507,3
16000106179,64,SHOPLIFT,THEFT,SHOPLIFTING,2016-03-27 21:54:00,K,9100.1019,-122.32245,47.597507,4
16000106178,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-27 21:57:00,N,402.2014,-122.34472,47.706707,1
16000106080,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,2016-03-27 21:54:00,S,10401.3011,-122.28609,47.547012,2
16000106252,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 22:13:00,E,7500.4001,-122.31691,47.618767,0
16000106159,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2016-03-27 22:04:00,Q,5802.2003,-122.37614,47.636337,0
16000106278,203,ALACAD - RESIDENTIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,2016-03-27 22:46:00,R,10200.2026,-122.262955,47.545536,2
16000106277,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 22:40:00,G,8800.3008,-122.30243,47.604324,1
16000106275,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 22:23:00,H,8100.3011,-122.34288,47.609814,1
16000106270,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 22:20:00,H,9200.2,-122.329025,47.60172,1
16000106265,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 22:18:00,E,7500.5009,-122.32002,47.61524,2
16000106261,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 22:25:00,E,7401.3009,-122.32659,47.62198,2
16000106246,160,PROWLER,PROWLER,PROWLER,2016-03-27 22:25:00,F,11402.2022,-122.3565,47.5181,2
16000106245,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 22:16:00,E,7500.5004,-122.32088,47.619904,1
16000106244,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 22:30:00,C,7900.4005,-122.309494,47.615864,1
16000106232,161,TRESPASS,TRESPASS,TRESPASS,2016-03-27 22:11:00,L,1200.4011,-122.324615,47.708603,0
16000106210,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,2016-03-27 22:30:00,S,11900.2005,-122.24912,47.507298,2
16000106093,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 22:11:00,R,10200.2029,-122.25927,47.54866,3
16000106286,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 22:45:00,M,8100.3011,-122.34288,47.609814,2
16000106284,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,2016-03-27 22:43:00,G,9000.2033,-122.31723,47.59708,3
16000106282,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 22:46:00,M,8100.2004,-122.33759,47.611206,3
16000106258,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 22:52:00,H,3200.3005,-122.38759,47.669823,1
16000106254,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 22:43:00,D,7200.1031,-122.34237,47.62264,2
16000106250,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,2016-03-27 22:41:00,D,6600.1027,-122.3254,47.63537,1
16000106239,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 22:53:00,B,5000.1015,-122.34093,47.663933,3
16000106227,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:05:00,B,5000.3001,-122.34213,47.661755,4
16000106226,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 22:56:00,F,11402.2002,-122.359146,47.522335,2
16000106125,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,2016-03-27 22:37:00,Q,7200.1073,-122.34631,47.618565,0
16000106293,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2016-03-27 23:21:00,C,7700.401,-122.29612,47.6189,3
16000106281,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2016-03-27 23:15:00,C,7900.4,-122.309494,47.615864,0
16000106276,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2016-03-27 23:17:00,U,5301.2007,-122.31653,47.662205,0
